ap_name,switch,port,site
MX-DSC-TIT-009-WA072,MX-DSC-TIT-009-SW010,GigabitEthernet1/0/15,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA073,MX-DSC-TIT-009-SW010,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA074,MX-DSC-TIT-009-SW010,GigabitEthernet1/0/16,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA078,MX-DSC-TIT-009-SW005,GigabitEthernet1/0/24,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA079,MX-DSC-TIT-009-SW003,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA080,MX-DSC-TIT-009-SW003,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA081,MX-DSC-TIT-009-SW005,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA082,MX-DSC-TIT-009-SW009,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA083,MX-DSC-TIT-009-SW008,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA084,MX-DSC-TIT-009-SW009,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA085,MX-DSC-TIT-009-SW008,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-009-WA086,MX-DSC-TIT-009-SW008,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-09
MX-DSC-TIT-010-WA001,MX-DSC-TIT-010-SW002,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA002,MX-DSC-TIT-010-SW002,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA003,MX-DSC-TIT-010-SW002,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA004,MX-DSC-TIT-010-SW002,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA005,MX-DSC-TIT-010-SW003,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA006,MX-DSC-TIT-010-SW003,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA007,MX-DSC-TIT-010-SW004,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA008,MX-DSC-TIT-010-SW004,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA009,MX-DSC-TIT-010-SW004,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA010,MX-DSC-TIT-010-SW008,GigabitEthernet1/0/15,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA011,MX-DSC-TIT-010-SW008,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-010-WA012,MX-DSC-TIT-010-SW003,GigabitEthernet1/0/7,LATO-MX-DSC-MEX-TIT-10
MX-DSC-TIT-011-WH6-WA013,MX-DSC-TIT-011-WH6-SW009,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA014,MX-DSC-TIT-011-WH6-SW020,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA015,MX-DSC-TIT-011-WH6-SW007,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA015,MX-DSC-TIT-011-WH6-SW007,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA016,MX-DSC-TIT-011-WH6-SW021,GigabitEthernet1/0/17,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA017,MX-DSC-TIT-011-WH6-SW021,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA018,MX-DSC-TIT-011-WH6-SW006,GigabitEthernet1/0/24,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA019,MX-DSC-TIT-011-WH6-SW017,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA020,MX-DSC-TIT-011-WH6-SW021,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA021,MX-DSC-TIT-011-WH6-SW024,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA022,MX-DSC-TIT-011-WH6-SW006,GigabitEthernet1/0/7,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA023,MX-DSC-TIT-011-WH6-SW026,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA024,MX-DSC-TIT-011-WH6-SW006,GigabitEthernet1/0/8,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA025,MX-DSC-TIT-011-WH6-SW006,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA026,MX-DSC-TIT-011-WH6-SW012,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA027,MX-DSC-TIT-011-WH6-SW026,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA028,MX-DSC-TIT-011-WH6-SW026,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA029,MX-DSC-TIT-011-WH6-SW009,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA030,MX-DSC-TIT-011-WH6-SW012,GigabitEthernet1/0/47,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA031,MX-DSC-TIT-011-WH6-SW005,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA033,MX-DSC-TIT-011-WH6-SW026,GigabitEthernet1/0/16,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA034,MX-DSC-TIT-011-WH6-SW017,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA035,MX-DSC-TIT-011-WH6-SW017,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA036,MX-DSC-TIT-011-WH6-SW016,GigabitEthernet1/0/11,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA037,MX-DSC-TIT-011-WH6-SW014,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA038,MX-DSC-TIT-011-WH6-SW020,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA039,MX-DSC-TIT-011-WH6-SW014,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA040,MX-DSC-TIT-011-WH6-SW010,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA041,MX-DSC-TIT-011-WH6-SW010,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA042,MX-DSC-TIT-011-WH6-SW013,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA043,MX-DSC-TIT-011-WH6-SW013,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA044,MX-DSC-TIT-011-WH6-SW010,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA045,MX-DSC-TIT-011-WH6-SW008,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA046,MX-DSC-TIT-011-WH6-SW025,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA047,MX-DSC-TIT-011-WH6-SW025,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA048,MX-DSC-TIT-011-WH6-SW006,GigabitEthernet1/0/11,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA049,MX-DSC-TIT-011-WH6-SW006,GigabitEthernet1/0/12,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA053,MX-DSC-TIT-011-WH6-SW018,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA054,MX-DSC-TIT-011-WH6-SW017,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA055,MX-DSC-TIT-011-WH6-SW012,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA056,MX-DSC-TIT-011-WH6-SW021,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA061,MX-DSC-TIT-011-WH6-SW008,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA062,MX-DSC-TIT-011-WH6-SW010,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA063,MX-DSC-TIT-011-WH6-SW005,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA064,MX-DSC-TIT-011-WH6-SW005,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA066,MX-DSC-TIT-011-WH6-SW008,GigabitEthernet1/0/9,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA067,MX-DSC-TIT-011-WH6-SW008,GigabitEthernet1/0/10,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA071,MX-DSC-TIT-011-WH6-SW007,GigabitEthernet1/0/17,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA073,MX-DSC-TIT-011-WH6-SW009,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA075,MX-DSC-TIT-011-WH6-SW001,GigabitEthernet1/0/39,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA077,MX-DSC-TIT-011-WH6-SW007,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA086,MX-DSC-TIT-011-WH6-SW025,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA087,MX-DSC-TIT-011-WH6-SW026,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA088,MX-DSC-TIT-011-WH6-SW001,GigabitEthernet1/0/42,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA112,MX-DSC-TIT-011-WH6-SW005,GigabitEthernet1/0/13,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA114,MX-DSC-TIT-011-WH6-SW027,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA115,MX-DSC-TIT-011-WH6-SW023,GigabitEthernet1/0/11,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH6-WA116,MX-DSC-TIT-011-WH6-SW023,GigabitEthernet1/0/7,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA001,MX-DSC-TIT-011-WH7-SW005,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA002,MX-DSC-TIT-011-WH7-SW004,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA003,MX-DSC-TIT-011-WH7-SW004,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA004,MX-DSC-TIT-011-WH7-SW004,GigabitEthernet1/0/9,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA005,MX-DSC-TIT-011-WH7-SW004,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA006,MX-DSC-TIT-011-WH7-SW004,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA007,MX-DSC-TIT-011-WH7-SW004,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA008,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA009,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA010,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA011,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA012,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA032,MX-DSC-TIT-011-WH7-SW005,GigabitEthernet1/0/38,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA050,MX-DSC-TIT-011-WH7-SW001,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA051,MX-DSC-TIT-011-WH7-SW001,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA057,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA058,MX-DSC-TIT-011-WH7-SW003,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA059,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA060,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA068,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/13,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA069,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/14,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA070,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/15,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA078,MX-DSC-TIT-011-WH7-SW006,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA079,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA080,MX-DSC-TIT-011-WH7-SW006,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA081,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA082,MX-DSC-TIT-011-WH7-SW006,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA083,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/25,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA084,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/26,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-011-WH7-WA085,MX-DSC-TIT-011-WH7-SW007,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-11
MX-DSC-TIT-013-WA001,MX-DSC-TIT-013-SW009,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA002,MX-DSC-TIT-013-SW019,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA003,MX-DSC-TIT-013-SW008,GigabitEthernet1/0/14,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA004,MX-DSC-TIT-013-SW023,GigabitEthernet1/0/45,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA005,MX-DSC-TIT-013-SW023,GigabitEthernet1/0/46,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA006,MX-DSC-TIT-013-SW002,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA007,MX-DSC-TIT-013-SW019,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA008,MX-DSC-TIT-013-SW001,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA009,MX-DSC-TIT-013-SW001,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA010,MX-DSC-TIT-013-SW007,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA011,MX-DSC-TIT-013-SW007,GigabitEthernet1/0/24,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA012,MX-DSC-TIT-013-SW014,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA013,MX-DSC-TIT-013-SW006,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA014,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/17,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA015,MX-DSC-TIT-013-SW006,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA016,MX-DSC-TIT-013-SW023,GigabitEthernet1/0/44,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA017,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA018,MX-DSC-TIT-013-SW011,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA019,MX-DSC-TIT-013-SW023,GigabitEthernet1/0/43,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA020,MX-DSC-TIT-013-SW001,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA021,MX-DSC-TIT-013-SW015,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA022,MX-DSC-TIT-013-SW018,GigabitEthernet1/0/37,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA023,MX-DSC-TIT-013-SW006,GigabitEthernet1/0/7,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA024,MX-DSC-TIT-013-SW002,GigabitEthernet1/0/10,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA025,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA026,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA027,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA028,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA029,MX-DSC-TIT-013-SW007,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA030,MX-DSC-TIT-013-SW021,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA031,MX-DSC-TIT-013-SW007,GigabitEthernet1/0/15,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA032,MX-DSC-TIT-013-SW008,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA033,MX-DSC-TIT-013-SW009,GigabitEthernet1/0/11,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA034,MX-DSC-TIT-013-SW009,GigabitEthernet1/0/12,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA035,MX-DSC-TIT-013-SW009,GigabitEthernet1/0/13,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA036,MX-DSC-TIT-013-SW005,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA037,MX-DSC-TIT-013-SW004,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA038,MX-DSC-TIT-013-SW004,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA041,MX-DSC-TIT-013-SW003,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA042,MX-DSC-TIT-013-SW004,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA043,MX-DSC-TIT-013-SW003,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA044,MX-DSC-TIT-013-SW003,GigabitEthernet1/0/17,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA045,MX-DSC-TIT-013-SW003,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA046,MX-DSC-TIT-013-SW003,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA048,MX-DSC-TIT-013-SW004,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-013-WA049,MX-DSC-TIT-013-SW004,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-13
MX-DSC-TIT-015-WA001,MX-DSC-TIT-015-SW001,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA002,MX-DSC-TIT-015-SW001,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA003,MX-DSC-TIT-015-SW003,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA004,MX-DSC-TIT-015-SW002,GigabitEthernet1/0/16,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA005,MX-DSC-TIT-015-SW002,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA006,MX-DSC-TIT-015-SW002,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA007,MX-DSC-TIT-015-SW002,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA008,MX-DSC-TIT-015-SW003,GigabitEthernet1/0/1,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA009,MX-DSC-TIT-015-SW003,GigabitEthernet1/0/2,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA010,MX-DSC-TIT-015-SW003,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA011,MX-DSC-TIT-015-SW003,GigabitEthernet1/0/5,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA012,MX-DSC-TIT-015-SW003,GigabitEthernet1/0/6,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA013,MX-DSC-TIT-015-SW002,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA014,MX-DSC-TIT-015-SW005,GigabitEthernet1/0/13,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-015-WA015,MX-DSC-TIT-015-SW005,GigabitEthernet1/0/14,LATO-MX-DSC-MEX-TIT-15
MX-DSC-TIT-016-WH4-RBK-WA001,MX-DSC-TIT-016-WH4-SW001,GigabitEthernet1/0/4,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA002,MX-DSC-TIT-016-WH4-SW001,GigabitEthernet1/0/3,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA003,MX-DSC-TIT-016-WH4-SW004,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA004,MX-DSC-TIT-016-WH4-SW004,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA005,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA006,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/19,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA007,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/21,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA008,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/17,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA009,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA010,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/23,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA011,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/22,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH4-RBK-WA012,MX-DSC-TIT-016-WH4-SW003,GigabitEthernet1/0/24,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH7-WA001,MX-DSC-TIT-016-WH7-SW006,GigabitEthernet1/0/42,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH7-WA002,MX-DSC-TIT-016-WH7-SW009,GigabitEthernet1/0/20,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH7-WA003,MX-DSC-TIT-016-WH7-SW006,GigabitEthernet1/0/41,LATO-MX-DSC-MEX-TIT-16
MX-DSC-TIT-016-WH7-WA004,MX-DSC-TIT-016-WH7-SW009,GigabitEthernet1/0/18,LATO-MX-DSC-MEX-TIT-16
